Serial§Event§Code Departamento§Departamento§Code Municipio§Municipio§Date (YMD)§Comments§Cause§Description of Cause§Source§Magnitude§GLIDEnumber§Other sectors§DataCards§Deaths§Injured§Missing§Houses Destroyed§Houses Damaged§Victims§Affected§Relocated§Evacuated§Losses $USD§Losses $Local§Education centers§Hospitals§Damages in crops Ha.§Lost Cattle§Damages in roads Mts§Duration (d)§Relief§fichas.latitude§fichas.longitude§Formula§POBLACION95
2008-00002§STRONGWIND§15§RAAN§1506§Siuna§2008/1/3§Daños en el sistema de distribución de energía, cortocircuito, caída de cables de alta tensión.§ATMOSPHCONDITION§§La Prensa 2008-01-04 P.6B§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§13.44§84.46§0§0
2008-00003§STRONGWIND§14§Matagalpa§1406§Matagalpa§2008/1/3§Se reportan dos casas destruidas y tres con daños severos en el techo.§ATMOSPHCONDITION§§La Prensa 2008-01-04 P.6B§§§§1§0§0§0§2§3§10§15§0§0§20000§378260§0§0§0§0§0§0§0§12.55§85.55§0§0
2008-00004§STRONGWIND§3§Estelí§304§San Juan de Limay§2008/1/3§Techo de la iglesia católica  parcialmente destruído. Caída de lineas eléctricas generó corte de energía y abastecimiento de agua potable.§ATMOSPHCONDITION§§La Prensa 2008-01-04 P.6B§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§13.1§86.36§0§0
2008-00005§STRONGWIND§9§Carazo§902§Jinotepe§2008/1/3§Daños en los cables del tendido eléctrico. Poste caído sobre el techo de una gasolinera.§ATMOSPHCONDITION§§La Prensa 2008-01-04 P.6B§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§11.51§86.12§0§0
2011-00005§STRONGWIND§16§RAAS§1604§El Rama§2011/1/4§Comerciantes tuvieron pérdidas en productos que necesitaban refrigeración.§ATMOSPHCONDITION§§La Prensa 2011-01-04 P. 6B§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§12.09§84.13§0§0
2008-00007§STRONGWIND§14§Matagalpa§1406§Matagalpa§2008/1/4§Daños en telefonía y electricidad. El Cuerpo de Bomberos atendió varias emergencias provocadas por cortocircuitos. Los  datos de damnificados y afectados se dedujeron a partir de multiplicar por cinco el número de viviendas destruidas y afectadas, respectivamente.§ATMOSPHCONDITION§§La Prensa 2008-01-05 P.6B§§§§1§0§0§0§1§20§5§100§0§0§0§0§0§0§0§0§0§0§0§12.55§85.55§0§0
2011-00011§HAILSTORM§6§Managua§605§Managua§2011/4/27§Fallas en la red de distribución eléctric y daños en la red de distribución de agua.§ATMOSPHCONDITION§§La Prensa 2011-04-28 P. 6A§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§12.09§86.16§0§0
2009-00007§STRONGWIND§17§Río San Juan§1704§San Carlos§2009/2/5§Postes de tendido eléctrico, árboles y telefonía caídos.§ATMOSPHCONDITION§Rachas de viento de hasta 60 kilómetros por hora.§La Prensa 2009-02-06  P.1A§§§§1§0§0§0§0§0§0§300§0§0§0§0§0§0§0§0§0§0§0§11.07§84.06§0§0
2009-00008§STRONGWIND§8§Granada§801§Diriá§2009/2/5§Caída de dos postes, tendido eléctrico de alta tensión sobre la vía Panamericana, alambres energizados sobre una vivienda. Los datos de afectados se dedujeron de la vivienda afectada multiplicada por cinco.§ATMOSPHCONDITION§§La Prensa 2009-02-06 P.8A§§§§1§0§0§0§0§1§0§5§0§0§0§0§0§0§0§0§0§0§0§11.53§86.03§0§0
2008-00018§RAIN§5§León§508§León§2008/5/29§En la Comunidad de Poneloya se registraron 300 personas evacuadas por el paso del Huracán Alma.§Huracán§Huracán Alma§La Prensa 2008-05-30 P.1A§§§§1§0§0§0§0§0§0§0§0§300§0§0§0§0§0§0§0§0§0§12.26§86.53§0§0
2011-00019§RAIN§2§Madriz§201§Somoto§2011/5/14§Los datos de damnificados y afectados se dedujeron a partir del multiplicar por cinco el número de viviendas destruidas y afectadas, respectivamente.§ATMOSPHCONDITION§§La Prensa 2011-05-17 P. 6B§§§§1§0§0§0§7§32§32§160§0§0§0§0§0§0§0§0§0§0§0§13.29§86.35§0§0
2011-00020§TORNADO§1§Nueva Segovia§108§Santa María§2011/5/21§Tornado arrancó techo de viviendas, botó árboles y afectó el fluido eléctrico. Los datos de afectados se dedujo del número de viviendas afectadas multiplicado por cinco.§ATMOSPHCONDITION§§La Prensa 2011-05-23 P. 7A§§§§1§0§0§0§0§16§0§78§0§0§0§0§0§0§0§0§0§0§0§13.44§86.42§0§0
2011-00028§RAIN§8§Granada§803§Granada§2011/7/22§Varias calles se encuentran en mal estado y empeoran por las lluvias dificultando el acceso a la escuela y al centro de salud del lugar§ATMOSPHCONDITION§§La Prensa 2011-07-23 P. 8A§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§11.55§85.57§0§0
2008-00021§HURRICANE§3§Estelí§303§Estelí§2008/5/30§Un fallecido electrocutado en Estelí en el momento que pasaba el Huracán§ATMOSPHCONDITION§Huracán Alma§La Prensa 2008-05-31 P.1A§§§§1§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§13.05§86.21§0§0
2008-00022§HURRICANE§6§Managua§607§San Rafael del Sur§2008/5/30§Un fallecido electrocutado en Masachapa en el momento que pasaba el Huracán.§ATMOSPHCONDITION§Huracán Alma§La Prensa 2008-05-31 P.1A§§§§1§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§11.5§86.26§0§0
2011-00031§RAIN§6§Managua§605§Managua§2011/6/30§Hubo daños en las tuberías de agua potable debido a las lluvias§ATMOSPHCONDITION§§La Prensa 2011-07-05 P. 5A; 07 P. 7A§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§7§0§12.09§86.16§0§0
2008-00025§RAIN§5§León§510§Nagarote§2008/5/31§En la comunidad de Tecolote fueron evacuadas 700 personas.§Huracán§Huracán Alma§La Prensa 2008-05-31 P.8A§§§§1§0§0§0§0§0§0§0§0§700§0§0§0§0§0§0§0§0§0§12.15§86.33§0§0
2009-00023§HAILSTORM§13§Jinotega§1304§San Rafael del Norte§2009/5/25§Cooperativas perdieron cultivos de lechuga y árboles frutales. Pérdida provocó mayor endeudamiento con el banco de préstamo.§ATMOSPHCONDITION§§La Prensa 2009-05-26 P.4A§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§17.47§0§0§0§0§13.12§86.06§0§0
2008-00028§STRONGWIND§3§Estelí§304§San Juan de Limay§2008/5/30§El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas. El número de evacuados lo reveló la fuente.§Huracán§Huracán Alma§La Prensa 2008-05-31 P.8A§§§§1§0§0§0§0§15§0§75§0§25§0§0§0§0§0§0§0§0§0§13.1§86.36§0§0
2011-00036§TORNADO§6§Managua§605§Managua§2011/8/19§Tornado levantó el techo de 21 Casas. Afectados se dedujeron a partir del multiplicar por cinco el número de viviendas  afectadas.§ATMOSPHCONDITION§§La Prensa 2011-08-20 P. 5A§§§§1§0§0§0§0§21§0§105§0§0§0§0§0§0§0§0§0§0§0§12.09§86.16§0§0
2008-00029§STRONGWIND§3§Estelí§301§Pueblo Nuevo§2008/5/30§El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.§Huracán§Huracán Alma§La Prensa 2008-05-31 P.8A§§§§1§0§0§0§0§5§0§25§0§0§0§0§0§0§0§0§0§0§0§13.22§86.29§0§0
2008-00030§STRONGWIND§3§Estelí§306§San Nicolás§2008/5/30§El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.§Huracán§Huracán Alma§La Prensa 2008-05-31 P.8A§§§§1§0§0§0§0§5§0§25§0§0§0§0§0§0§0§0§0§0§0§12.55§86.21§0§0
2011-00042§STRONGWIND§4§Chinandega§411§Corinto§2011/9/18§Vientos dañaron lo techos de numerosas casas.§ATMOSPHCONDITION§§La Prensa 2011-09-20 P. 2§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§12.29§87.1§0§0
2009-00028§ELECTRICSTORM§6§Managua§605§Managua§2009/6/30§Cincuenta barrios de Managua afectados por falta de agua, energía y comunicación telefónica.§ATMOSPHCONDITION§§La Prensa 2009-06-30 P.5A§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§12.09§86.16§0§0
2009-00035§TORNADO§5§León§510§Nagarote§2009/7/22§Un eléctrocutado por la caída de cables eléctricos, 30 heridos por láminas de zinc, 79 viviendas sin techo y 61 parcialmente destruidas. 700 afectados. Estos datos los refleja la fuente.§ATMOSPHCONDITION§§La Prensa 2009-07-23 P.6A§§§§1§1§30§0§0§140§0§700§0§0§0§0§0§0§0§0§0§0§0§12.15§86.33§0§0
2009-00041§TORNADO§5§León§506§Telica§2009/9/5§Doce viviendas afectadas y 150 árboles caídos. Los datos de afectados sededujo de multoplicar por cinco el número de viviendas afectadas.§ATMOSPHCONDITION§§La Prensa 2009-09-06 P.3A§§§§1§0§0§0§0§12§0§60§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0
2011-00049§RAIN§15§RAAN§1501§Waspam§2011/10/24§1500 personas evacuadas por riesgo de inundación y derrumbes por tormenta tropical§ATMOSPHCONDITION§Tormenta Rina§La Prensa 2011-10-24§§§§1§0§0§0§0§0§0§0§0§1500§0§0§0§0§0§0§0§0§0§14.44§83.58§0§0
2011-00050§RAIN§6§Managua§605§Managua§2011/9/30§Los damnificados y afectados se dedujeron a partir del multiplicar por cinco el número de viviendas destruidas y afectadas, respectivamente.§ATMOSPHCONDITION§§La Prensa 2011-10-1 P. 2; 12 P. 14; 3 P.4; 21 P. 6; 24 P. 2; 25 P. 1, P. 2§§§§1§0§0§0§5§250§25§1250§0§615§0§0§0§0§0§0§300800§24§0§12.09§86.16§0§0
2008-00035§RAIN§6§Managua§605§Managua§2008/6/3§Lluvias ocasionan daños en red vial.§ATMOSPHCONDITION§§La Prensa 2008-06-04 P.1A§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§400000§0§0§12.09§86.16§0§0
2008-00037§TORNADO§12§Chontales§1208§Villa Sandino§2008/6/4§El tornado dejó 110 casas dañadas, 13 totalmente destruidas, cinco heridos y un muerto. El dato de evacuados se dedujo de multiplicar por cinco el número de viviendas destruidas. El número de afectados lo reveló la fuente.§ATMOSPHCONDITION§§La Prensa 2008-06-05 P.6A; 06 P.8A§§§Daños en escuelas y la iglesia.§1§1§5§0§13§110§0§496§0§65§0§0§0§0§0§0§0§0§0§12.02§84.59§0§0
2008-00046§RAIN§2§Madriz§201§Somoto§2008/7/3§Las lluvias provocaron el desplome del techo de teja de la vivienda. El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.§ATMOSPHCONDITION§§La Prensa 2008-07-04 P.5A§§§§1§0§0§0§0§1§0§5§0§0§0§0§0§0§0§0§0§0§0§13.29§86.35§0§0
2011-00063§RAIN§11§Boaco§1106§San Lorenzo§2011/11/8§30 kilometros de carretera fueron afectados por las lluvias.§ATMOSPHCONDITION§§La Prensa 2011-11-9 P. 4§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§30000§0§0§12.22§85.4§0§0
2011-00064§RAIN§6§Managua§605§Managua§2011/12/1§Ocho kilómetros de calles destruidas por lluvias.§ATMOSPHCONDITION§§La Prensa 2011-12-02 P. 12; 14 P. 1§§§§1§0§0§0§0§0§0§0§0§0§0§0§0§0§0§0§8000§0§0§12.09§86.16§0§0
